Health/Disease,Macroeconomics/Finance,Natural Sciences/Climate,Other,Politics/Intl Relations,Technology,date,entropy_b,entropy_c,entropy_d,entropy_human,entropy_sage,entropy_te,ifp_id,n_forecasts,n_forecasts_b,n_forecasts_c,n_forecasts_d,n_forecasts_sage,n_forecasts_te,ordinal,p_updates,stage,variance_b,variance_c,variance_d,variance_human,variance_sage,variance_te
0,0,0,0,1,0,2018-09-05,0,5.383896513,0,6.361768889,5.677154179,5.701766293,1568,695,0,271,0,366,329,0,0,0.985915493,0,0.559411902,0,0.641164084,0.556161326,0.544433846
0,0,0,0,1,0,2018-09-05,0,3.543576618,0,4.481945712,3.749134031,3.827067527,1163,91,0,37,0,45,46,0,0,0.988235294,0,0.503649862,0,0.34964418,0.474180013,0.106297548
0,0,0,0,1,0,2018-09-05,0,3.406479052,0,4.332565249,3.845366799,3.45450307,1757,132,0,54,0,83,49,0,0,0.984375,0,0.491402542,0,0.587457538,0.458544515,0.691460113
0,0,0,1,0,0,2018-09-05,0,2.6982975,0,3.664791889,3.269445878,2.556160578,1550,70,0,23,0,41,29,1,0,0.985915493,0,0.533277182,0,0.513737445,0.507289379,0.488322358
0,0,0,0,1,0,2018-09-05,0,3.525469728,0,4.802232397,3.788984674,4.399840972,1775,150,0,50,0,63,87,0,0,0.984375,0,0.601877232,0,0.730978191,0.596124915,0.506489074
0,0,0,0,1,0,2018-09-05,0,4.535819624,0,5.363580262,4.856878468,4.499646584,987,243,0,108,0,151,92,0,0,0.989130435,0,0.53963905,0,0.615385363,0.551916752,0.312970611
0,0,0,0,1,0,2018-09-05,0,5.443411876,0,6.232481572,5.706993233,5.35527838,1011,551,0,250,0,325,226,0,0,0.989130435,0,0.461426662,0,0.504590003,0.458882325,0.482192223
0,0,0,1,0,0,2018-09-05,0,4.461309906,0,5.134726486,4.745685518,4.074900474,1496,305,0,152,0,205,100,0,0,0.986577181,0,0.409830782,0,0.486275971,0.411778246,0.580959488
0,0,0,0,1,0,2018-09-05,0,4.689529036,0,5.243304934,4.950940604,3.871416873,1487,508,0,204,0,265,243,0,0,0.986577181,0,0.283911785,0,0.278230038,0.293872319,0.237007615
0,0,0,1,0,0,2018-09-05,0,4.208534937,0,5.122682498,4.530150588,4.338959256,1082,183,0,75,0,106,77,0,0,0.988700565,0,0.555650013,0,0.56525962,0.594756564,0.167303148
0,0,0,0,1,0,2018-09-05,0,4.659929593,0,5.667706804,4.921240505,5.061626465,1478,327,0,125,0,167,160,0,0,0.986577181,0,0.589800096,0,0.622965071,0.607942929,0.252161937
0,0,0,0,1,0,2018-09-05,0,5.155831384,0,5.865499645,5.39515993,4.929769434,1154,417,0,209,0,267,150,0,0,0.988235294,0,0.57969066,0,0.642851694,0.582050758,0.554759582
0,0,0,0,1,0,2018-09-05,0,4.525207584,0,5.324474683,4.826030974,4.394043318,1181,209,0,94,0,128,81,1,0,0.988235294,0,0.308654166,0,0.30441666,0.34685797,0.055118137
0,0,0,0,1,0,2018-09-05,0,4.85678709,0,5.801322413,5.103640337,5.118120621,1559,346,0,135,0,173,173,0,0,0.985915493,0,0.412809057,0,0.42357227,0.416831623,0.390622801
0,0,0,0,1,0,2018-09-05,0,5.422696741,0,6.276398386,5.668931825,5.509533044,1388,568,0,249,0,317,251,0,0,0.987179487,0,0.48399587,0,0.481742725,0.481723022,0.287152895
0,0,0,0,1,0,2018-09-05,0,4.869723573,0,5.559360342,5.117670949,4.563013173,1100,285,0,142,0,184,101,0,0,0.988700565,0,0.465010492,0,0.541265238,0.489499327,0.457703886
0,0,0,0,1,0,2018-09-05,0,4.866732177,0,5.603838312,5.068940482,4.738152357,1379,292,0,141,0,174,118,0,0,0.987179487,0,0.470034477,0,0.489741567,0.48114567,0.379387893
0,0,0,1,0,0,2018-09-05,0,5.238983304,0,6.014663611,5.473246361,5.161858891,1091,439,0,207,0,262,177,0,0,0.988700565,0,0.502321908,0,0.494715574,0.500723756,0.26901553
0,0,0,0,1,0,2018-09-05,0,4.985130372,0,5.709737919,5.237493146,4.745120294,1199,326,0,159,0,205,121,0,0,0.988235294,0,0.462071015,0,0.470975744,0.460992397,0.415911163
0,0,0,0,1,0,2018-09-05,0,5.424473207,0,6.20785462,5.688373282,5.322628008,1469,571,0,260,0,335,236,0,0,0.986577181,0,0.534310668,0,0.594621737,0.522465324,0.644007126
0,0,0,0,1,0,2018-09-05,0,4.691656959,0,5.505917669,5.001874131,4.624381769,1003,298,0,132,0,179,119,0,0,0.989130435,0,0.602562136,0,0.684964683,0.588473749,0.687857029
0,1,0,0,0,0,2018-09-05,0,5.145179923,0,6.077897975,5.413361945,5.356103297,1847,438,0,173,0,226,212,1,0,0.983471074,0,0.218993682,0,0.166247644,0.208073855,0.059120186
0,0,0,1,0,0,2018-09-05,0,2.618068923,0,3.616994829,2.811402632,3.139166886,1856,79,0,28,0,33,46,0,0,0.983471074,0,0.24053638,0,0.172109617,0.224701874,0.108112167
0,0,0,1,0,0,2018-09-05,0,4.640928521,0,5.379440527,5.04561487,4.18428409,2027,626,0,240,0,336,290,1,0,0.981308411,0,0.372126287,0,0.391881181,0.456731113,0.255922274
0,0,0,1,0,0,2018-09-05,0,1.187649238,0,1.730841286,1.26781417,0.740426977,2162,31,0,12,0,16,15,1,0,0.978494624,0,0.35423221,0,0.293843684,0.315911614,0.266403983
0,0,0,1,0,0,2018-09-05,0,5.193252256,0,6.12067372,5.523088994,5.332558252,2153,491,0,198,0,277,214,0,0,0.978494624,0,0.510071479,0,0.494162333,0.513758665,0.372134652
0,0,0,0,1,0,2018-09-05,0,4.038026067,0,5.112301732,4.268940524,4.587174296,2171,183,0,64,0,84,99,0,0,0.978494624,0,0.509463801,0,0.578208683,0.544314236,0.212082434
0,0,0,0,1,0,2018-09-05,0,3.637097812,0,4.284849565,3.91333462,3.130526281,2180,76,0,40,0,53,23,0,0,0.976744186,0,0.447992363,0,0.452912551,0.469629067,0.178971437
0,0,0,0,1,0,2018-09-05,0,5.096367535,0,6.154054799,5.399668925,5.561614816,2270,598,0,234,0,309,289,0,0,0.974683544,0,0.600129158,0,0.665618594,0.58388287,0.554704129
0,0,0,0,1,0,2018-09-05,0,5.284007786,0,6.416739313,5.572544969,5.890494106,2323,698,0,236,0,319,379,0,0,0.972222222,0,0.535811972,0,0.589728259,0.538629852,0.419639364
0,0,0,1,0,0,2018-09-05,0,5.521046569,0,6.533358052,5.831271792,5.864492207,2351,739,0,275,0,376,363,0,0,0.965517241,0,0.485497564,0,0.489933616,0.490039463,0.35298382
0,0,0,1,0,0,2018-09-05,0,5.636027917,0,6.716171287,5.920409106,6.136472737,2499,887,0,313,0,416,471,0,0,0.913043478,0,0.505083626,0,0.504212891,0.509186172,0.29049024
0,0,0,0,1,0,2018-09-05,0,5.710861113,0,6.48832859,6.007872252,5.539919968,2481,699,0,326,0,437,262,0,0,0.913043478,0,0.463358379,0,0.466305173,0.459053373,0.345644473
0,0,0,0,1,0,2018-09-05,0,5.722993949,0,6.782100726,6.006622328,6.168038503,2490,949,0,322,0,428,521,0,0,0.913043478,0,0.41797391,0,0.496036604,0.421957618,0.543279321
0,0,0,0,1,0,2018-09-05,0,5.136347786,0,6.027285799,5.407812021,5.277369154,2517,451,0,187,0,251,200,0,0,0.875,0,0.498876463,0,0.528906678,0.530696272,0.299817011
0,0,0,0,1,0,2018-09-05,0,5.602421946,0,6.620208815,5.873260965,6.00500307,2508,930,0,337,0,445,485,0,0,0.875,0,0.550846575,0,0.636130856,0.540850167,0.657372832
0,0,0,0,1,0,2018-09-06,0,4.71913261,0,5.784912072,4.973736395,5.224929678,1568,381,0,130,0,170,211,0,0,0.992957746,0,0.532928967,0,0.644367907,0.547289124,0.62450275
0,0,0,0,1,0,2018-09-06,0,3.859569834,0,4.71179634,4.031378533,4.0059336,1163,114,0,50,0,59,55,0,0,0.994117647,0,0.454532577,0,0.32607023,0.432896516,0.100344953
0,0,0,0,1,0,2018-09-06,0,3.406479052,0,4.332565249,3.845366799,3.45450307,1757,132,0,54,0,83,49,0,0,0.9921875,0,0.491402542,0,0.587457538,0.458544515,0.691460113
0,0,0,1,0,0,2018-09-06,0,2.6982975,0,3.664791889,3.269445878,2.556160578,1550,70,0,23,0,41,29,1,0,0.992957746,0,0.533277182,0,0.513737445,0.507289379,0.488322358
0,0,0,0,1,0,2018-09-06,0,3.587283586,0,4.918066607,3.837221855,4.541494754,1775,166,0,53,0,66,100,0,0,0.9921875,0,0.642936358,0,0.724932305,0.627971374,0.501870422
0,0,0,0,1,0,2018-09-06,0,5.184950872,0,5.956055447,5.456109082,5.08841415,987,451,0,216,0,283,168,0,0,0.994565217,0,0.565898128,0,0.638653352,0.563959749,0.392100175
0,0,0,0,1,0,2018-09-06,0,4.866033111,0,5.799659753,5.15423378,5.068947033,1011,356,0,139,0,186,170,0,0,0.994565217,0,0.462475824,0,0.505728461,0.464932952,0.483905602
0,0,0,1,0,0,2018-09-06,0,4.461309906,0,5.134726486,4.745685518,4.074900474,1496,305,0,152,0,205,100,0,0,0.993288591,0,0.409830782,0,0.486275971,0.411778246,0.580959488
0,0,0,0,1,0,2018-09-06,0,4.894061551,0,5.465561043,5.172470885,4.099480172,1487,607,0,250,0,331,276,0,0,0.993288591,0,0.299952892,0,0.29630143,0.317241422,0.242694249
0,0,0,1,0,0,2018-09-06,0,3.432838426,0,3.918496909,3.572941365,2.70727073,1082,55,0,34,0,40,15,0,0,0.994350282,0,0.547421343,0,0.564087655,0.588783213,0.076153991
0,0,0,0,1,0,2018-09-06,0,4.991527074,0,5.910167895,5.234959229,5.239382264,1478,423,0,177,0,232,191,0,0,0.993288591,0,0.596740844,0,0.638177127,0.612695644,0.250298129
0,0,0,0,1,0,2018-09-06,0,2.450140137,0,3.111296434,2.604916397,2.189578194,1154,23,0,12,0,14,9,0,0,0.994117647,0,0.42046997,0,0.363611161,0.41729175,0.223737957
0,0,0,0,1,0,2018-09-06,0,2.443040745,0,3.155647688,2.602367709,2.302583107,1181,24,0,12,0,14,10,1,0,0.994117647,0,0.448817019,0,0.349518127,0.428064999,0.00398
0,0,0,0,1,0,2018-09-06,0,4.893714978,0,5.847941914,5.138346179,5.175838689,1559,362,0,140,0,179,183,0,0,0.992957746,0,0.417688437,0,0.421431282,0.419950893,0.385233007
0,0,0,0,1,0,2018-09-06,0,4.289745699,0,5.284380049,4.485693027,4.69645305,1388,205,0,78,0,95,110,0,0,0.993589744,0,0.47712974,0,0.414217901,0.478127031,0.163438985
0,0,0,0,1,0,2018-09-06,0,4.840803113,0,5.533196076,5.079214088,4.555508738,1100,275,0,138,0,177,98,0,0,0.994350282,0,0.478389783,0,0.530195459,0.499672619,0.366176661
0,0,0,0,1,0,2018-09-06,0,5.406645283,0,6.06989351,5.640161708,5.039632049,1379,475,0,246,0,315,160,0,0,0.993589744,0,0.495098834,0,0.522620054,0.508135511,0.394602083
0,0,0,1,0,0,2018-09-06,0,4.843121469,0,5.589603623,5.051626992,4.730511696,1091,287,0,140,0,173,114,0,0,0.994350282,0,0.530514002,0,0.505902621,0.530295224,0.185227392
0,0,0,0,1,0,2018-09-06,0,4.49261307,0,5.259885245,4.76786762,4.324995898,1199,209,0,99,0,130,79,0,0,0.994117647,0,0.511770274,0,0.495703651,0.498453138,0.415853451
0,0,0,0,1,0,2018-09-06,0,4.919933131,0,5.818216056,5.169537318,5.09207717,1469,389,0,156,0,198,191,0,0,0.993288591,0,0.532332601,0,0.617158251,0.520458631,0.680720242
0,0,0,0,1,0,2018-09-06,0,4.730909185,0,5.548391065,5.042516551,4.662825804,1003,309,0,137,0,186,123,0,0,0.994565217,0,0.61992878,0,0.685237486,0.604551246,0.679680287
0,1,0,0,0,0,2018-09-06,0,5.228571841,0,6.154853627,5.490121348,5.433207356,1847,473,0,188,0,244,229,1,0,0.991735537,0,0.216717606,0,0.16508178,0.206923512,0.061171432
0,0,0,1,0,0,2018-09-06,0,2.618068923,0,3.616994829,2.811402632,3.139166886,1856,79,0,28,0,33,46,0,0,0.991735537,0,0.24053638,0,0.172109617,0.224701874,0.108112167
0,0,0,1,0,0,2018-09-06,0,4.637188473,0,5.375453049,5.043439954,4.174737127,2027,638,0,243,0,339,299,1,0,0.990654206,0,0.370737271,0,0.389356702,0.455790494,0.252622801
0,0,0,1,0,0,2018-09-06,0,1.187649238,0,1.730841286,1.26781417,0.740426977,2162,31,0,12,0,16,15,1,0,0.989247312,0,0.35423221,0,0.293843684,0.315911614,0.266403983
0,0,0,1,0,0,2018-09-06,0,2.811490762,0,3.749033206,3.319277566,2.707111677,2153,44,0,17,0,29,15,0,0,0.989247312,0,0.333679794,0,0.405114992,0.443501079,0.083005291
0,0,0,0,1,0,2018-09-06,0,4.630775027,0,5.594728184,4.851561142,4.993117137,2171,299,0,114,0,148,151,0,0,0.989247312,0,0.477895554,0,0.577708288,0.512443875,0.329062335
0,0,0,0,1,0,2018-09-06,0,3.927370212,0,4.515800732,4.141147664,3.363136181,2180,95,0,53,0,66,29,0,0,0.988372093,0,0.427259284,0,0.422031407,0.448920304,0.164290637
0,0,0,0,1,0,2018-09-06,0,5.120461554,0,6.17109552,5.41694126,5.569094474,2270,606,0,240,0,315,291,0,0,0.987341772,0,0.638575466,0,0.670441505,0.613802463,0.554352218
0,0,0,0,1,0,2018-09-06,0,5.29499713,0,6.428390407,5.580683223,5.904050287,2323,706,0,239,0,322,384,0,0,0.986111111,0,0.541432599,0,0.591147101,0.542983016,0.418834845
0,0,0,1,0,0,2018-09-06,0,5.257902968,0,6.217750875,5.548970083,5.51485444,2351,536,0,209,0,282,254,0,0,0.982758621,0,0.475855657,0,0.481029157,0.490672112,0.315776585
0,0,0,1,0,0,2018-09-06,0,5.576725715,0,6.358868875,5.867761116,5.442987717,2499,631,0,294,0,394,237,0,0,0.956521739,0,0.505107861,0,0.536461659,0.511217869,0.331371689
0,0,0,0,1,0,2018-09-06,0,3.483717254,0,4.190973627,3.746684683,3.168484862,2481,67,0,33,0,43,24,0,0,0.956521739,0,0.268132252,0,0.28217719,0.28357569,0.24272544
0,0,0,0,1,0,2018-09-06,0,5.725025237,0,6.570272286,6.013006261,5.722761011,2490,772,0,322,0,430,342,0,0,0.956521739,0,0.413873372,0,0.505886752,0.418561708,0.596178636
0,0,0,0,1,0,2018-09-06,0,5.122265158,0,5.971887782,5.40110805,5.16268343,2517,427,0,184,0,249,178,0,0,0.9375,0,0.496447456,0,0.530263092,0.532011623,0.289894179
0,0,0,0,1,0,2018-09-06,0,5.273813991,0,6.150479464,5.538079985,5.407881485,2508,548,0,232,0,306,242,0,0,0.9375,0,0.559282769,0,0.615973231,0.554380345,0.524459054
0,0,0,0,1,0,2018-12-05,0,0,0,2.619987387,0,2.619987387,2574,14,0,0,0,0,14,0,0,0,0,0,0,0.291779005,0,0.291779005
0,0,0,0,1,0,2018-12-05,0,0,0,1.677002574,0,1.677002574,2619,6,0,0,0,0,6,0,0,0,0,0,0,0.155922434,0,0.155922434
0,0,0,1,0,0,2018-12-05,0,0,0,1.487526223,0,1.487526223,2565,8,0,0,0,0,8,1,0,0,0,0,0,0.520616092,0,0.520616092
0,0,0,0,1,0,2018-12-05,0,0,0,1.881076778,0,1.881076778,2583,7,0,0,0,0,7,0,0,0,0,0,0,0.439803091,0,0.439803091
0,0,0,0,1,0,2018-12-05,0,0,0,2.72484374,0,2.72484374,2592,16,0,0,0,0,16,0,0,0,0,0,0,0.438506233,0,0.438506233
0,1,0,0,0,0,2018-12-05,0,0,0,1.888838429,0,1.888838429,2646,7,0,0,0,0,7,1,0,0,0,0,0,0.134299528,0,0.134299528
0,0,0,0,1,0,2018-12-05,0,0,0,1.568359365,0,1.568359365,2637,6,0,0,0,0,6,0,0,0,0,0,0,0.590432054,0,0.590432054
0,0,0,1,0,0,2018-12-05,0,0,0,0.413884631,0,0.413884631,2610,2,0,0,0,0,2,0,0,0,0,0,0,0.6,0,0.6
1,0,0,0,0,0,2018-12-05,0,0,0,1.417999891,0,1.417999891,2628,5,0,0,0,0,5,0,0,0,0,0,0,0.320236048,0,0.320236048
0,0,0,0,1,0,2018-12-05,0,0,0,0,0,0,2601,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2018-12-06,0,0,0,3.129078263,0,3.129078263,2583,27,0,0,0,0,27,0,0,0.166666667,0,0,0,0.629208485,0,0.629208485
0,0,0,0,1,0,2018-12-06,0,0,0,3.358473651,0,3.358473651,2574,32,0,0,0,0,32,0,0,0.020408163,0,0,0,0.596632996,0,0.596632996
0,1,0,0,0,0,2018-12-06,0,0,0,2.796960557,0,2.796960557,2646,19,0,0,0,0,19,1,0,0.05,0,0,0,0.195276671,0,0.195276671
0,0,0,1,0,0,2018-12-06,0,0,0,3.08213591,0,3.08213591,2565,25,0,0,0,0,25,1,0,0.038461538,0,0,0,0.443463731,0,0.443463731
0,0,0,0,1,0,2018-12-06,0,0,0,2.913544456,0,2.913544456,2619,28,0,0,0,0,28,0,0,0.333333333,0,0,0,0.312881051,0,0.312881051
0,0,0,0,1,0,2018-12-06,0,0,0,3.839828231,0,3.839828231,2592,55,0,0,0,0,55,0,0,0.024390244,0,0,0,0.631803451,0,0.631803451
0,0,0,0,1,0,2018-12-06,0,0,0,2.518142368,0,2.518142368,2637,23,0,0,0,0,23,0,0,0.166666667,0,0,0,0.636135566,0,0.636135566
0,0,0,1,0,0,2018-12-06,0,0,0,2.407935671,0,2.407935671,2610,12,0,0,0,0,12,0,0,0.047619048,0,0,0,0.422554375,0,0.422554375
1,0,0,0,0,0,2018-12-06,0,0,0,2.634062122,0,2.634062122,2628,17,0,0,0,0,17,0,0,0.014705882,0,0,0,0.599651593,0,0.599651593
0,0,0,0,1,0,2018-12-06,0,0,0,2.019333864,0,2.019333864,2601,14,0,0,0,0,14,1,0,0.090909091,0,0,0,0.176042744,0,0.176042744
0,0,0,1,0,0,2018-12-07,0,0,0,3.858247096,0,3.858247096,2565,52,0,0,0,0,52,1,0,0.076923077,0,0,0,0.360296221,0,0.360296221
0,0,0,0,1,0,2018-12-07,0,0,0,2.88192378,0,2.88192378,2601,31,0,0,0,0,31,1,0,0.181818182,0,0,0,0.23726263,0,0.23726263
0,0,0,0,1,0,2018-12-07,0,0,0,3.399725738,0,3.399725738,2592,38,0,0,0,0,38,0,0,0.048780488,0,0,0,0.61012407,0,0.61012407
0,0,0,1,0,0,2018-12-07,0,0,0,3.4118355,0,3.4118355,2610,33,0,0,0,0,33,0,0,0.095238095,0,0,0,0.440320216,0,0.440320216
1,0,0,0,0,0,2018-12-07,0,0,0,4.085406209,0,4.085406209,2628,73,0,0,0,0,73,0,0,0.029411765,0,0,0,0.618592611,0,0.618592611
0,0,0,0,1,0,2018-12-07,0,0,0,3.091680018,0,3.091680018,2619,42,0,0,0,0,42,0,0,0.666666667,0,0,0,0.363408281,0,0.363408281
0,1,0,0,0,0,2018-12-07,0,0,0,3.664411574,0,3.664411574,2646,48,0,0,0,0,48,1,0,0.1,0,0,0,0.312678264,0,0.312678264
0,0,0,0,1,0,2018-12-07,0,0,0,3.318129493,0,3.318129493,2574,30,0,0,0,0,30,0,0,0.040816327,0,0,0,0.521452025,0,0.521452025
0,0,0,0,1,0,2018-12-07,0,0,0,3.557183591,0,3.557183591,2637,65,0,0,0,0,65,0,0,0.333333333,0,0,0,0.519333042,0,0.519333042
0,0,0,0,1,0,2018-12-07,0,0,0,3.836476349,0,3.836476349,2583,54,0,0,0,0,54,0,0,0.333333333,0,0,0,0.625235827,0,0.625235827
0,0,0,1,0,0,2018-12-08,0,0,0,2.479848086,0,2.479848086,2610,13,0,0,0,0,13,0,0,0.142857143,0,0,0,0.389358149,0,0.389358149
1,0,0,0,0,0,2018-12-08,0,0,0,4.149963386,0,4.149963386,2628,77,0,0,0,0,77,0,0,0.044117647,0,0,0,0.604290729,0,0.604290729
0,0,0,0,1,0,2018-12-08,0,0,0,2.608952204,0,2.608952204,2583,16,0,0,0,0,16,0,0,0.5,0,0,0,0.607111273,0,0.607111273
0,0,0,0,1,0,2018-12-08,0,0,0,3.599567902,0,3.599567902,2637,70,0,0,0,0,70,0,0,0.5,0,0,0,0.508500454,0,0.508500454
0,0,0,0,1,0,2018-12-08,0,0,0,3.620832524,0,3.620832524,2592,47,0,0,0,0,47,0,0,0.073170732,0,0,0,0.580597686,0,0.580597686
0,0,0,0,1,0,2018-12-08,0,0,0,4.345449294,0,4.345449294,2574,84,0,0,0,0,84,0,0,0.06122449,0,0,0,0.542188244,0,0.542188244
0,0,0,0,1,0,2018-12-08,0,0,0,2.866778598,0,2.866778598,2601,35,0,0,0,0,35,1,0,0.272727273,0,0,0,0.436116982,0,0.436116982
0,0,0,1,0,0,2018-12-08,0,0,0,3.881322359,0,3.881322359,2565,54,0,0,0,0,54,1,0,0.115384615,0,0,0,0.373012455,0,0.373012455
0,1,0,0,0,0,2018-12-08,0,0,0,3.933867269,0,3.933867269,2646,63,0,0,0,0,63,1,0,0.15,0,0,0,0.313097906,0,0.313097906
0,0,0,0,1,0,2018-12-09,0,0,0,4.370268893,0,4.370268893,2574,86,0,0,0,0,86,0,0,0.081632653,0,0,0,0.537620081,0,0.537620081
0,0,0,0,1,0,2018-12-09,0,0,0,3.656368192,0,3.656368192,2592,49,0,0,0,0,49,0,0,0.097560976,0,0,0,0.580274204,0,0.580274204
1,0,0,0,0,0,2018-12-09,0,0,0,4.180921004,0,4.180921004,2628,79,0,0,0,0,79,0,0,0.058823529,0,0,0,0.598729894,0,0.598729894
0,0,0,0,1,0,2018-12-09,0,0,0,3.634670508,0,3.634670508,2637,73,0,0,0,0,73,0,0,0.666666667,0,0,0,0.50094216,0,0.50094216
0,0,0,0,1,0,2018-12-09,0,0,0,2.978658738,0,2.978658738,2601,38,0,0,0,0,38,1,0,0.363636364,0,0,0,0.462135612,0,0.462135612
0,0,0,1,0,0,2018-12-09,0,0,0,2.851827923,0,2.851827923,2565,19,0,0,0,0,19,1,0,0.153846154,0,0,0,0.297925007,0,0.297925007
0,1,0,0,0,0,2018-12-09,0,0,0,3.758942303,0,3.758942303,2646,54,0,0,0,0,54,1,0,0.2,0,0,0,0.336711441,0,0.336711441
0,0,0,1,0,0,2018-12-09,0,0,0,2.479848086,0,2.479848086,2610,13,0,0,0,0,13,0,0,0.19047619,0,0,0,0.389358149,0,0.389358149
0,0,0,0,1,0,2018-12-09,0,0,0,2.608952204,0,2.608952204,2583,16,0,0,0,0,16,0,0,0.666666667,0,0,0,0.607111273,0,0.607111273
0,0,0,0,1,0,2018-12-10,0,0,0,3.840953756,0,3.840953756,2592,60,0,0,0,0,60,0,0,0.12195122,0,0,0,0.614067109,0,0.614067109
0,0,0,0,1,0,2018-12-10,0,0,0,3.573324904,0,3.573324904,2637,82,0,0,0,0,82,0,0,0.833333333,0,0,0,0.465599145,0,0.465599145
0,0,0,0,1,0,2018-12-10,0,0,0,3.130446926,0,3.130446926,2583,32,0,0,0,0,32,0,0,0.833333333,0,0,0,0.677756356,0,0.677756356
0,0,0,1,0,0,2018-12-10,0,0,0,0.97623148,0,0.97623148,2565,5,0,0,0,0,5,1,0,0.192307692,0,0,0,0.302960638,0,0.302960638
0,1,0,0,0,0,2018-12-10,0,0,0,3.938332573,0,3.938332573,2646,63,0,0,0,0,63,1,0,0.25,0,0,0,0.310296855,0,0.310296855
0,0,0,0,1,0,2018-12-10,0,0,0,4.413574637,0,4.413574637,2574,89,0,0,0,0,89,0,0,0.102040816,0,0,0,0.514976722,0,0.514976722
0,0,0,0,1,0,2018-12-10,0,0,0,2.958876902,0,2.958876902,2601,39,0,0,0,0,39,1,0,0.454545455,0,0,0,0.463034233,0,0.463034233
1,0,0,0,0,0,2018-12-10,0,0,0,2.27163893,0,2.27163893,2628,10,0,0,0,0,10,0,0,0.073529412,0,0,0,0.342405122,0,0.342405122
0,0,0,1,0,0,2018-12-10,0,0,0,2.929842192,0,2.929842192,2610,23,0,0,0,0,23,0,0,0.238095238,0,0,0,0.522962833,0,0.522962833
1,0,0,0,0,0,2018-12-11,0,0,0,4.456285924,0,4.456285924,2628,100,0,0,0,0,100,0,0,0.088235294,0,0,0,0.556219303,0,0.556219303
0,0,0,0,1,0,2018-12-11,0,0,0,4.629420048,0,4.629420048,2574,109,0,0,0,0,109,0,0,0.12244898,0,0,0,0.475149315,0,0.475149315
0,0,0,0,1,0,2018-12-11,0,0,0,4.192394813,0,4.192394813,2592,82,0,0,0,0,82,0,0,0.146341463,0,0,0,0.629649617,0,0.629649617
0,0,0,1,0,0,2018-12-11,0,0,0,2.404467569,0,2.404467569,2610,15,0,0,0,0,15,0,0,0.285714286,0,0,0,0.468273207,0,0.468273207
0,0,0,1,0,0,2018-12-11,0,0,0,2.404769086,0,2.404769086,2565,16,0,0,0,0,16,1,0,0.230769231,0,0,0,0.617019509,0,0.617019509
0,0,0,0,1,0,2018-12-11,0,0,0,3.044273488,0,3.044273488,2601,51,0,0,0,0,51,1,0,0.545454545,0,0,0,0.426137958,0,0.426137958
0,1,0,0,0,0,2018-12-11,0,0,0,3.228329776,0,3.228329776,2646,28,0,0,0,0,28,1,0,0.3,0,0,0,0.215270259,0,0.215270259
0,0,0,0,1,0,2018-12-12,0,0,0,3.757312726,0,3.757312726,2592,57,0,0,0,0,57,0,0,0.170731707,0,0,0,0.699729633,0,0.699729633
1,0,0,0,0,0,2018-12-12,0,0,0,3.298945688,0,3.298945688,2628,29,0,0,0,0,29,0,0,0.102941176,0,0,0,0.450428295,0,0.450428295
0,0,0,1,0,0,2018-12-12,0,0,0,2.494227226,0,2.494227226,2655,14,0,0,0,0,14,1,0,0,0,0,0,0.6221736,0,0.6221736
0,0,0,0,1,0,2018-12-12,0,0,0,2.382359744,0,2.382359744,2736,11,0,0,0,0,11,0,0,0,0,0,0,0.259449933,0,0.259449933
0,0,0,1,0,0,2018-12-12,0,0,0,2.714120145,0,2.714120145,2610,23,0,0,0,0,23,0,0,0.333333333,0,0,0,0.572721556,0,0.572721556
0,1,0,0,0,0,2018-12-12,0,0,0,1.566034535,0,1.566034535,2691,5,0,0,0,0,5,1,0,0,0,0,0,0.207250403,0,0.207250403
0,1,0,0,0,0,2018-12-12,0,0,0,4.206624442,0,4.206624442,2646,82,0,0,0,0,82,1,0,0.35,0,0,0,0.300793119,0,0.300793119
0,0,0,1,0,0,2018-12-12,0,0,0,2.250802626,0,2.250802626,2718,10,0,0,0,0,10,0,0,0,0,0,0,0.412933419,0,0.412933419
0,0,0,0,1,0,2018-12-12,0,0,0,2.705570776,0,2.705570776,2601,29,0,0,0,0,29,1,0,0.636363636,0,0,0,0.135969711,0,0.135969711
0,0,0,0,1,0,2018-12-12,0,0,0,1.304882708,0,1.304882708,2673,4,0,0,0,0,4,1,0,0,0,0,0,0.360397306,0,0.360397306
0,0,0,0,1,0,2018-12-12,0,0,0,2.764456413,0,2.764456413,2574,16,0,0,0,0,16,0,0,0.142857143,0,0,0,0.213236112,0,0.213236112
0,1,0,0,0,0,2018-12-12,0,0,0,0.675126258,0,0.675126258,2700,2,0,0,0,0,2,1,0,0,0,0,0,0.15,0,0.15
0,0,0,1,0,0,2018-12-12,0,0,0,2.877257438,0,2.877257438,2565,23,0,0,0,0,23,1,0,0.269230769,0,0,0,0.539402767,0,0.539402767
0,0,0,0,1,0,2018-12-12,0,0,0,1.18411709,0,1.18411709,2709,4,0,0,0,0,4,0,0,0,0,0,0,0.661167292,0,0.661167292
0,0,0,1,0,0,2018-12-12,0,0,0,0.692802278,0,0.692802278,2682,2,0,0,0,0,2,1,0,0,0,0,0,0.008125,0,0.008125
0,0,0,0,1,0,2018-12-13,0,0,3.199173065,3.58949693,3.199173065,2.467265731,2673,45,0,0,31,31,14,1,0,0.052631579,0,0,0.620816028,0.578163873,0.620816028,0.465305672
